,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy,Week_day
98,22.1,27.2,0.0,567.0,0.004474738,0,1
99,22.1,27.2,0.0,568.0,0.004474738,0,1
100,22.1,27.2,0.0,574.5,0.004474738,0,1
101,22.1,27.2,0.0,564.3333332999999,0.004474738,0,1
102,22.1,27.2,0.0,563.0,0.004474738,0,1
103,22.1,27.15,0.0,564.5,0.004466454,0,1
104,22.06666667,27.16666667,0.0,566.3333332999999,0.004460078,0,1
105,22.1,27.1,0.0,562.0,0.0044581690000000005,0,1
106,22.0,27.1,0.0,565.5,0.004430875999999999,0,1
107,22.0,27.1,0.0,570.0,0.004430875999999999,0,1
108,22.05,27.15,0.0,562.0,0.004452763,0,1
109,22.0,27.1,0.0,560.0,0.004430875999999999,0,1
110,22.0,27.1,0.0,558.0,0.004430875999999999,0,1
111,22.0,27.1,0.0,556.0,0.004430875999999999,0,1
112,22.0,27.1,0.0,557.0,0.004430875999999999,0,1
113,21.9175,27.1,0.0,556.5,0.004408469,0,1
114,21.945,27.1,0.0,557.5,0.004415927,0,1
115,21.92666667,27.1,0.0,555.0,0.004410954,0,1
116,21.89,27.1,0.0,555.0,0.004401023,0,1
117,21.89,27.1,0.0,553.0,0.004401023,0,1
118,21.89,27.1,0.0,549.5,0.004401023,0,1
119,21.89,27.1,0.0,548.5,0.004401023,0,1
120,21.89,27.1,0.0,551.5,0.004401023,0,1
121,21.89,27.1,0.0,548.5,0.004401023,0,1
122,21.89,27.1,0.0,548.0,0.004401023,0,1
123,21.89,27.1,0.0,547.5,0.004401023,0,1
124,21.89,27.1,0.0,553.0,0.004401023,0,1
125,21.84,27.1,0.0,547.5,0.0043875120000000005,0,1
126,21.85666667,27.1,0.0,548.6666667000001,0.004392012,0,1
127,21.79,27.1,0.0,540.0,0.004374038,0,1
128,21.79,27.1,0.0,538.0,0.004374038,0,1
129,21.79,27.1,0.0,542.0,0.004374038,0,1
130,21.79,27.1,0.0,542.0,0.004374038,0,1
131,21.79,27.1,0.0,538.0,0.004374038,0,1
132,21.79,27.1,0.0,537.6666667000001,0.004374038,0,1
133,21.79,27.1,0.0,537.5,0.004374038,0,1
134,21.79,27.1,0.0,536.0,0.004374038,0,1
135,21.745,27.1,0.0,534.5,0.004361943,0,1
136,21.7,27.1,0.0,532.5,0.004349877,0,1
137,21.76,27.1,0.0,530.0,0.004365971,0,1
138,21.745,27.05,0.0,529.5,0.004353839,0,1
139,21.79,27.05,0.0,531.0,0.0043659120000000004,0,1
140,21.73,27.0,0.0,533.3333333,0.004341725,0,1
141,21.745,27.0,0.0,531.0,0.004345735,0,1
142,21.745,27.0,0.0,529.0,0.004345735,0,1
143,21.745,27.0,0.0,528.5,0.004345735,0,1
144,21.7,27.0,0.0,525.0,0.004333714000000001,0,1
145,21.7,27.0,0.0,528.5,0.004333714000000001,0,1
146,21.7,27.0,0.0,530.5,0.004333714000000001,0,1
147,21.7,26.89,0.0,528.0,0.004315935999999999,0,1
148,21.7,26.89,0.0,526.0,0.004315935999999999,0,1
149,21.7,26.89,0.0,530.0,0.004315935999999999,0,1
150,21.7,26.89,0.0,533.3333333,0.004315935999999999,0,1
151,21.7,26.89,0.0,529.0,0.004315935999999999,0,1
152,21.7,26.89,0.0,528.0,0.004315935999999999,0,1
153,21.7,26.89,0.0,526.0,0.004315935999999999,0,1
154,21.7,26.89,0.0,526.0,0.004315935999999999,0,1
155,21.7,26.79,0.0,521.0,0.004299774,0,1
156,21.7,26.79,0.0,518.0,0.004299774,0,1
157,21.7,26.79,0.0,515.5,0.004299774,0,1
158,21.7,26.79,0.0,520.0,0.004299774,0,1
159,21.7,26.7675,0.0,523.5,0.004296138,0,1
160,21.7,26.79,0.0,525.5,0.004299774,0,1
161,21.7,26.79,0.0,525.5,0.004299774,0,1
162,21.7,26.79,0.0,514.0,0.004299774,0,1
163,21.7,26.7,0.0,518.0,0.00428523,0,1
164,21.7,26.7,0.0,518.0,0.00428523,0,1
165,21.7,26.7,0.0,520.0,0.00428523,0,1
166,21.6,26.7,0.0,521.0,0.004258922,0,1
167,21.6,26.6,0.0,518.0,0.004242862,0,1
168,21.6,26.65,0.0,517.0,0.004250892,0,1
169,21.6,26.6,0.0,511.5,0.004242862,0,1
170,21.65,26.65,0.0,514.0,0.004264003,0,1
171,21.6,26.55,0.0,515.5,0.004234832,0,1
172,21.6,26.5,0.0,517.0,0.0042268029999999995,0,1
173,21.6,26.5,0.0,515.0,0.0042268029999999995,0,1
174,21.6,26.5,0.0,512.0,0.0042268029999999995,0,1
175,21.6,26.5,0.0,515.0,0.0042268029999999995,0,1
176,21.65,26.55,0.0,511.0,0.004247894,0,1
177,21.6,26.5,0.0,514.0,0.0042268029999999995,0,1
178,21.6,26.445,0.0,508.0,0.004217971,0,1
179,21.6,26.4725,0.0,509.75,0.004222387,0,1
180,21.6,26.445,0.0,508.75,0.004217971,0,1
181,21.6,26.445,0.0,508.5,0.004217971,0,1
182,21.6,26.39,0.0,507.0,0.004209139000000001,0,1
183,21.6,26.39,0.0,507.0,0.004209139000000001,0,1
184,21.6,26.39,0.0,503.5,0.004209139000000001,0,1
185,21.6,26.39,0.0,504.0,0.004209139000000001,0,1
186,21.6,26.39,0.0,504.0,0.004209139000000001,0,1
187,21.575,26.315,0.0,500.5,0.0041906370000000005,0,1
188,21.6,26.29,0.0,500.0,0.004193082,0,1
189,21.6,26.29,0.0,503.5,0.004193082,0,1
190,21.55,26.245,0.0,503.0,0.004172982,0,1
191,21.55,26.245,0.0,502.5,0.004172982,0,1
192,21.5,26.2,0.0,502.0,0.0041529620000000005,0,1
193,21.56666667,26.2,0.0,502.0,0.004170059,0,1
194,21.5,26.2,0.0,502.5,0.0041529620000000005,0,1
195,21.5,26.2,0.0,497.0,0.0041529620000000005,0,1
196,21.5,26.15,0.0,501.5,0.004144984,0,1
197,21.5,26.15,0.0,504.0,0.004144984,0,1
198,21.5,26.1,0.0,501.0,0.0041370059999999995,0,1
199,21.5,26.1,0.0,493.75,0.0041370059999999995,0,1
200,21.5,26.1,0.0,500.0,0.0041370059999999995,0,1
201,21.5,26.1,0.0,504.5,0.0041370059999999995,0,1
202,21.5,26.05,0.0,504.0,0.004129028,0,1
203,21.5,26.1,0.0,501.0,0.0041370059999999995,0,1
204,21.5,26.0,0.0,499.0,0.00412105,0,1
205,21.5,26.0,0.0,502.0,0.00412105,0,1
206,21.5,26.0,0.0,503.5,0.00412105,0,1
207,21.5,26.0,0.0,500.66666669999995,0.00412105,0,1
208,21.5,26.0,0.0,493.0,0.00412105,0,1
209,21.5,26.0,0.0,492.5,0.00412105,0,1
210,21.5,26.0,0.0,493.0,0.00412105,0,1
211,21.5,25.89,0.0,495.5,0.0041034999999999995,0,1
212,21.5,26.0,0.0,492.66666669999995,0.00412105,0,1
213,21.5,26.0,0.0,490.0,0.00412105,0,1
214,21.5,25.92666667,0.0,493.0,0.00410935,0,1
215,21.5,25.89,0.0,494.66666669999995,0.0041034999999999995,0,1
216,21.5,25.89,0.0,496.0,0.0041034999999999995,0,1
217,21.5,25.89,0.0,491.0,0.0041034999999999995,0,1
218,21.5,25.84,0.0,490.5,0.004095523,0,1
219,21.5,25.84,0.0,490.0,0.004095523,0,1
220,21.5,25.89,0.0,491.0,0.0041034999999999995,0,1
221,21.5,25.89,0.0,491.66666669999995,0.0041034999999999995,0,1
222,21.5,25.89,0.0,493.5,0.0041034999999999995,0,1
223,21.4725,25.865,0.0,493.75,0.0040925679999999996,0,1
224,21.5,25.84,0.0,490.0,0.004095523,0,1
225,21.5,25.79,0.0,488.0,0.004087546,0,1
226,21.5,25.79,0.0,490.0,0.004087546,0,1
227,21.5,25.79,0.0,487.0,0.004087546,0,1
228,21.445,25.745,0.0,492.5,0.004066556,0,1
229,21.445,25.745,0.0,493.5,0.004066556,0,1
230,21.46333333,25.76,0.0,493.33333330000005,0.004073542,0,1
231,21.445,25.745,0.0,488.0,0.004066556,0,1
232,21.5,25.79,0.0,487.5,0.004087546,0,1
233,21.42666667,25.73,0.0,485.33333330000005,0.004059579000000001,0,1
234,21.39,25.7,0.0,484.0,0.004045656,0,1
235,21.39,25.7,0.0,489.0,0.004045656,0,1
236,21.445,25.745,0.0,488.0,0.004066556,0,1
237,21.5,25.79,0.0,493.0,0.004087546,0,1
238,21.39,25.7,0.0,491.0,0.004045656,0,1
239,21.445,25.745,0.0,488.0,0.004066556,0,1
240,21.445,25.745,0.0,487.25,0.004066556,0,1
241,21.39,25.7,0.0,489.0,0.004045656,0,1
242,21.5,25.79,0.0,489.0,0.004087546,0,1
243,21.39,25.7,0.0,486.0,0.004045656,0,1
244,21.42666667,25.73,0.0,484.66666669999995,0.004059579000000001,0,1
245,21.39,25.7,0.0,485.0,0.004045656,0,1
246,21.39,25.7,0.0,487.0,0.004045656,0,1
247,21.39,25.7,0.0,492.0,0.004045656,0,1
248,21.39,25.7,0.0,490.66666669999995,0.004045656,0,1
249,21.39,25.7,0.0,488.0,0.004045656,0,1
250,21.39,25.7,0.0,485.5,0.004045656,0,1
251,21.39,25.7,0.0,486.0,0.004045656,0,1
252,21.39,25.7,0.0,485.5,0.004045656,0,1
253,21.39,25.7,0.0,486.0,0.004045656,0,1
254,21.39,25.7,0.0,480.0,0.004045656,0,1
255,21.39,25.7,0.0,481.0,0.004045656,0,1
256,21.39,25.7,0.0,481.66666669999995,0.004045656,0,1
257,21.39,25.7,0.0,485.5,0.004045656,0,1
258,21.39,25.7,0.0,485.0,0.004045656,0,1
259,21.39,25.7,0.0,473.0,0.004045656,0,1
260,21.39,25.7,0.0,475.0,0.004045656,0,1
261,21.39,25.7,0.0,486.0,0.004045656,0,1
262,21.39,25.7,0.0,481.5,0.004045656,0,1
263,21.39,25.7,0.0,483.0,0.004045656,0,1
264,21.39,25.7,0.0,479.0,0.004045656,0,1
265,21.39,25.7,0.0,479.0,0.004045656,0,1
266,21.39,25.7,0.0,479.0,0.004045656,0,1
267,21.34,25.7,0.0,479.0,0.004033195,0,1
268,21.39,25.7,0.0,479.0,0.004045656,0,1
269,21.39,25.7,0.0,477.0,0.004045656,0,1
270,21.39,25.7,0.0,477.5,0.004045656,0,1
271,21.29,25.7,0.0,477.5,0.004020769,0,1
272,21.34,25.7,0.0,480.0,0.004033195,0,1
273,21.29,25.7,0.0,480.0,0.004020769,0,1
274,21.34,25.7,0.0,482.0,0.004033195,0,1
275,21.32333333,25.7,0.0,480.33333330000005,0.004029049,0,1
276,21.34,25.7,0.0,477.5,0.004033195,0,1
277,21.29,25.7,0.0,476.0,0.004020769,0,1
278,21.39,25.7,0.0,479.0,0.004045656,0,1
279,21.39,25.7,0.0,471.0,0.004045656,0,1
280,21.29,25.7,0.0,474.0,0.004020769,0,1
281,21.29,25.7,0.0,477.5,0.004020769,0,1
282,21.34,25.7,0.0,476.0,0.004033195,0,1
283,21.29,25.7,0.0,474.25,0.004020769,0,1
284,21.39,25.7,0.0,475.0,0.004045656,0,1
285,21.29,25.7,0.0,476.5,0.004020769,0,1
286,21.34,25.7,0.0,474.5,0.004033195,0,1
287,21.29,25.7,0.0,478.0,0.004020769,0,1
288,21.29,25.7,0.0,475.33333330000005,0.004020769,0,1
289,21.29,25.7,0.0,477.0,0.004020769,0,1
290,21.29,25.7,0.0,475.5,0.004020769,0,1
291,21.29,25.7,0.0,477.5,0.004020769,0,1
292,21.29,25.7,0.0,477.5,0.004020769,0,1
293,21.29,25.7,0.0,478.0,0.004020769,0,1
294,21.29,25.7,0.0,473.5,0.004020769,0,1
295,21.29,25.7,0.0,472.5,0.004020769,0,1
296,21.29,25.7,0.0,472.0,0.004020769,0,1
297,21.29,25.7,0.0,469.5,0.004020769,0,1
298,21.29,25.7,0.0,466.66666669999995,0.004020769,0,1
299,21.29,25.7,0.0,467.0,0.004020769,0,1
300,21.29,25.7,0.0,469.5,0.004020769,0,1
301,21.2,25.6,0.0,469.0,0.003982828,0,1
302,21.29,25.7,0.0,471.0,0.004020769,0,1
303,21.29,25.7,0.0,469.0,0.004020769,0,1
304,21.26,25.66666667,0.0,467.33333330000005,0.00400809,0,1
305,21.245,25.65,0.0,471.5,0.004001763,0,1
306,21.23,25.63333333,0.0,471.66666669999995,0.0039954429999999996,0,1
307,21.29,25.7,0.0,475.0,0.004020769,0,1
308,21.2,25.6,0.0,471.0,0.003982828,0,1
309,21.2,25.6,0.0,471.0,0.003982828,0,1
310,21.245,25.65,0.0,471.0,0.004001763,0,1
311,21.245,25.65,0.0,474.5,0.004001763,0,1
312,21.2,25.6,0.0,475.5,0.003982828,0,1
313,21.2,25.6,0.0,474.0,0.003982828,0,1
314,21.2,25.6,0.0,469.0,0.003982828,0,1
315,21.2,25.6,0.0,474.0,0.003982828,0,1
316,21.2,25.6,0.0,474.0,0.003982828,0,1
317,21.2,25.6,0.0,468.5,0.003982828,0,1
318,21.2,25.6,0.0,469.5,0.003982828,0,1
319,21.2,25.6,0.0,472.5,0.003982828,0,1
320,21.2,25.6,0.0,467.5,0.003982828,0,1
321,21.2,25.6,0.0,469.0,0.003982828,0,1
322,21.2,25.55,0.0,466.5,0.003974999,0,1
323,21.2,25.5,0.0,469.5,0.003967170999999999,0,1
324,21.2,25.5,0.0,469.0,0.003967170999999999,0,1
325,21.2,25.5,0.0,467.0,0.003967170999999999,0,1
326,21.2,25.5,0.0,467.33333330000005,0.003967170999999999,0,1
327,21.2,25.5,0.0,467.0,0.003967170999999999,0,1
328,21.2,25.5,0.0,464.5,0.003967170999999999,0,1
329,21.2,25.445,0.0,466.0,0.00395856,0,1
330,21.2,25.5,0.0,473.0,0.003967170999999999,0,1
331,21.2,25.39,0.0,475.0,0.003949949,0,1
332,21.2,25.39,0.0,471.0,0.003949949,0,1
333,21.2,25.39,0.0,470.0,0.003949949,0,1
334,21.2,25.39,0.0,466.25,0.003949949,0,1
335,21.2,25.39,0.0,467.0,0.003949949,0,1
336,21.2,25.39,0.0,473.0,0.003949949,0,1
337,21.2,25.39,0.0,468.0,0.003949949,0,1
338,21.2,25.39,0.0,463.0,0.003949949,0,1
339,21.2,25.39,0.0,466.0,0.003949949,0,1
340,21.2,25.39,0.0,467.0,0.003949949,0,1
341,21.2,25.29,0.0,468.0,0.003934293,0,1
342,21.2,25.39,0.0,468.0,0.003949949,0,1
343,21.2,25.29,0.0,468.0,0.003934293,0,1
344,21.2,25.34,0.0,465.5,0.003942121,0,1
345,21.2,25.39,0.0,464.0,0.003949949,0,1
346,21.2,25.34,0.0,464.5,0.003942121,0,1
347,21.2,25.29,0.0,465.66666669999995,0.003934293,0,1
348,21.2,25.365,0.0,465.75,0.003946035,0,1
349,21.2,25.39,0.0,464.0,0.003949949,0,1
350,21.2,25.39,0.0,467.0,0.003949949,0,1
351,21.15,25.39,0.0,466.5,0.003937767,0,1
352,21.2,25.39,0.0,465.0,0.003949949,0,1
353,21.2,25.39,0.0,462.0,0.003949949,0,1
354,21.2,25.39,0.0,459.66666669999995,0.003949949,0,1
355,21.2,25.29,0.0,458.0,0.003934293,0,1
356,21.2,25.34,0.0,462.5,0.003942121,0,1
357,21.2,25.29,0.0,467.0,0.003934293,0,1
358,21.2,25.29,0.0,466.5,0.003934293,0,1
359,21.2,25.29,0.0,463.0,0.003934293,0,1
360,21.2,25.29,0.0,465.0,0.003934293,0,1
361,21.2,25.29,0.0,463.25,0.003934293,0,1
362,21.2,25.29,0.0,460.0,0.003934293,0,1
363,21.2,25.29,0.0,457.0,0.003934293,0,1
364,21.2,25.29,0.0,456.0,0.003934293,0,1
365,21.245,25.245,0.0,454.0,0.003938177,0,1
366,21.23,25.23,0.0,454.0,0.003932179,0,1
367,21.29,25.29,0.0,458.0,0.003956215999999999,0,1
368,21.2,25.2,0.0,456.0,0.003920204,0,1
369,21.245,25.245,0.0,456.5,0.003938177,0,1
370,21.245,25.245,0.0,458.5,0.003938177,0,1
371,21.26,25.26,0.0,459.66666669999995,0.0039441829999999995,0,1
372,21.245,25.245,0.0,464.0,0.003938177,0,1
373,21.245,25.2,0.0,465.0,0.003931113,0,1
374,21.29,25.2,0.0,461.0,0.003942048,0,1
375,21.245,25.2,0.0,458.5,0.003931113,0,1
376,21.29,25.2,0.0,459.0,0.003942048,0,1
377,21.29,25.2,0.0,451.0,0.003942048,0,1
378,21.29,25.2,0.0,456.0,0.003942048,0,1
379,21.29,25.2,0.0,463.0,0.003942048,0,1
380,21.29,25.2,0.0,461.66666669999995,0.003942048,0,1
381,21.29,25.2,0.0,458.0,0.003942048,0,1
382,21.29,25.2,0.0,450.0,0.003942048,0,1
383,21.29,25.2,0.0,457.0,0.003942048,0,1
384,21.29,25.2,0.0,456.0,0.003942048,0,1
385,21.29,25.2,0.0,456.0,0.003942048,0,1
386,21.29,25.2,0.0,461.0,0.003942048,0,1
387,21.29,25.2,0.0,463.0,0.003942048,0,1
388,21.29,25.2,0.0,460.0,0.003942048,0,1
389,21.29,25.2,0.0,456.0,0.003942048,0,1
390,21.29,25.2,0.0,454.5,0.003942048,0,1
391,21.29,25.2,0.0,448.5,0.003942048,0,1
392,21.29,25.2,0.0,453.5,0.003942048,0,1
393,21.29,25.2,0.0,454.0,0.003942048,0,1
394,21.29,25.2,0.0,454.0,0.003942048,0,1
395,21.29,25.245,0.0,450.5,0.003949132,0,1
396,21.29,25.245,0.0,453.0,0.003949132,0,1
397,21.2,25.2,0.0,457.0,0.003920204,0,1
398,21.2,25.2,0.0,452.5,0.003920204,0,1
399,21.2,25.2,0.0,449.0,0.003920204,0,1
400,21.2,25.2,0.0,458.66666669999995,0.003920204,0,1
401,21.2,25.2,0.0,454.5,0.003920204,0,1
402,21.2,25.245,0.0,455.5,0.003927249,0,1
403,21.2,25.245,0.0,453.5,0.003927249,0,1
404,21.2,25.29,0.0,452.0,0.003934293,0,1
405,21.2,25.29,0.0,451.5,0.003934293,0,1
406,21.2,25.29,0.0,451.0,0.003934293,0,1
407,21.16666667,25.35666667,0.0,450.33333330000005,0.0039366159999999996,0,1
408,21.16666667,25.39,0.0,450.0,0.003941824,0,1
409,21.15,25.39,0.0,453.5,0.003937767,0,1
410,21.1,25.39,0.0,454.0,0.003925619,0,1
411,21.15,25.39,0.0,452.5,0.003937767,0,1
412,21.1,25.39,0.0,454.0,0.003925619,0,1
413,21.1,25.39,0.0,457.0,0.003925619,0,1
414,21.1,25.46333333,0.0,450.33333330000005,0.003937029,0,1
415,21.1,25.5,0.0,451.0,0.003942734,0,1
416,21.1,25.5,0.0,451.0,0.003942734,0,1
417,21.05,25.445,0.0,449.0,0.003922035,0,1
418,21.1,25.5,0.0,449.0,0.003942734,0,1
419,21.05,25.445,0.0,450.0,0.003922035,0,1
420,21.05,25.445,0.0,449.0,0.003922035,0,1
421,21.1,25.5,0.0,445.0,0.003942734,0,1
422,21.0,25.39,0.0,443.0,0.003901421,0,1
423,21.1,25.5,0.0,446.5,0.003942734,0,1
424,21.1,25.5,0.0,446.0,0.003942734,0,1
425,21.1,25.5,0.0,451.5,0.003942734,0,1
426,21.1,25.39,0.0,445.0,0.003925619,0,1
427,21.1,25.39,0.0,449.0,0.003925619,0,1
428,21.1,25.39,0.0,451.66666669999995,0.003925619,0,1
429,21.1,25.39,0.0,452.0,0.003925619,0,1
430,21.1,25.39,0.0,451.0,0.003925619,0,1
431,21.05,25.34,0.0,450.0,0.003905749,0,1
432,21.1,25.39,0.0,450.0,0.003925619,0,1
433,21.1,25.39,0.0,448.0,0.003925619,0,1
434,21.1,25.39,0.0,450.66666669999995,0.003925619,0,1
435,21.1,25.39,0.0,450.0,0.003925619,0,1
436,21.15,25.39,0.0,446.0,0.003937767,0,1
437,21.1,25.39,0.0,444.0,0.003925619,0,1
438,21.125,25.39,0.0,447.5,0.003931689,0,1
439,21.13333333,25.39,0.0,443.33333330000005,0.0039337140000000005,0,1
440,21.1,25.34,0.0,443.5,0.00391784,0,1
441,21.1,25.34,0.0,444.0,0.00391784,0,1
442,21.15,25.34,0.0,449.0,0.003929964,0,1
443,21.2,25.29,0.0,449.33333330000005,0.003934293,0,1
444,21.15,25.29,0.0,448.0,0.0039221609999999995,0,1
445,21.15,25.245,0.0,449.5,0.003915138,0,1
446,21.2,25.245,0.0,450.0,0.003927249,0,1
447,21.2,25.2,0.0,447.0,0.003920204,0,1
448,21.2,25.2,0.0,446.0,0.003920204,0,1
449,21.13333333,25.2,0.0,443.0,0.003904093,0,1
450,21.16666667,25.2,0.0,444.0,0.003912141,0,1
451,21.2,25.2,0.0,444.5,0.003920204,0,1
452,21.2,25.2,0.0,445.0,0.003920204,0,1
453,21.2,25.2,0.0,451.0,0.003920204,0,1
454,21.2,25.2,0.0,450.0,0.003920204,0,1
455,21.2,25.2,0.0,444.0,0.003920204,0,1
456,21.2,25.2,0.0,443.0,0.003920204,0,1
457,21.2,25.1,0.0,438.5,0.00390455,0,1
458,21.2,25.1,0.0,441.0,0.00390455,0,1
459,21.2,25.1,0.0,444.0,0.00390455,0,1
460,21.2,25.15,0.0,441.5,0.003912377,0,1
461,21.2,25.1,0.0,441.0,0.00390455,0,1
462,21.2,25.1,0.0,439.5,0.00390455,0,1
463,21.2,25.1,0.0,441.0,0.00390455,0,1
464,21.2,25.1,0.0,442.0,0.00390455,0,1
465,21.2,25.1,0.0,441.0,0.00390455,0,1
466,21.2,25.1,0.0,436.0,0.00390455,0,1
467,21.2,25.1,0.0,442.5,0.00390455,0,1
468,21.2,25.1,0.0,446.0,0.00390455,0,1
469,21.2,25.1,0.0,443.0,0.00390455,0,1
470,21.2,25.1,0.0,437.5,0.00390455,0,1
471,21.2,25.1,0.0,440.5,0.00390455,0,1
472,21.2,25.05,0.0,439.5,0.003896723,0,1
473,21.2,25.0,0.0,443.0,0.003888897,0,1
474,21.2,25.0,0.0,443.0,0.003888897,0,1
475,21.2,25.0,0.0,438.5,0.003888897,0,1
476,21.2,25.0,0.0,438.0,0.003888897,0,1
477,21.2,25.0,0.0,442.33333330000005,0.003888897,0,1
478,21.2,25.0,0.0,448.0,0.003888897,0,1
