Temperature,Humidity,Light,CO2,HumidityRatio,Week_day,Occupancy
2.083147057,0.999867883,1.08237992,1.053709123,1.59967518,1,1
2.049094775,1.008076766,1.123952656,1.059689436,1.588196916,1,1
2.107470115,1.077031382,1.106364191,1.082927226,1.668115583,1,1
2.03450094,1.086061154,1.042406136,1.153665791,1.637060218,1,1
2.010177882,1.077031382,1.042406136,1.15281146,1.618046629,1,1
2.010177882,1.086061154,1.042406136,1.13487052,1.624558132,1,1
2.010177882,1.086061154,1.042406136,1.139142172,1.624558132,1,1
2.010177882,1.086061154,1.006429731,1.147172879,1.624558132,1,1
2.010177882,1.086061154,0.98244546,1.153665791,1.624558132,1,1
2.010177882,1.096322257,1.003431697,1.15195713,1.631957493,1,1
1.956667154,1.137366672,1.04540417,1.167335079,1.633987116,1,1
1.903156427,1.1599411,1.049601418,1.16904374,1.622669386,1,1
1.903156427,1.168149983,1.032812428,1.215519319,1.628550216,1,1
1.903156427,1.168149983,1.032812428,1.232605929,1.628550216,1,1
1.903156427,1.168149983,1.04540417,1.240807501,1.628550216,1,1
1.903156427,1.177384976,1.04540417,1.244224823,1.635166558,1,1
1.903156427,1.239293634,1.056396961,1.267576522,1.679518495,1,1
1.88369798,1.246134371,1.08237992,1.273613792,1.674348607,1,1
1.903156427,1.218771427,1.08237992,1.257894111,1.664814783,1,1
1.886941051,1.268708799,1.08237992,1.280106704,1.692182754,1,1
1.903156427,1.291283227,1.112360258,1.318551576,1.716767569,1,1
1.838294935,1.291283227,1.129016002,1.321114568,1.683105964,1,1
1.878833369,1.291283227,1.112360258,1.317697246,1.704129519,1,1
1.805864194,1.291283227,1.097370089,1.346744483,1.66632021,1,1
1.82207957,1.304964698,1.092373366,1.325101445,1.684462323,1,1
1.805864194,1.373372057,1.08237992,1.319405907,1.724779584,1,1
1.805864194,1.373372057,1.094372056,1.364514557,1.724779584,1,1
1.805864194,1.363110953,1.097370089,1.378354711,1.717471958,1,1
1.805864194,1.339168379,1.092373366,1.359274664,1.700420829,1,1
1.805864194,1.356954291,1.062393028,1.374083059,1.713088365,1,1
1.805864194,1.311805435,1.08237992,1.386898016,1.680935463,1,1
1.805864194,1.332327642,1.106364191,1.360413771,1.695549078,1,1
1.788351592,1.332327642,1.08237992,1.397320848,1.686465736,1,1
1.718301185,1.257421585,1.08237992,1.349307474,1.597170504,1,1
1.747488855,1.291283227,1.022419244,1.321114568,1.636182189,1,1
1.805864194,1.291283227,1.08237992,1.333075195,1.66632021,1,1
1.73289502,1.346009112,1.075717623,1.40085208,1.667457061,1,1
1.718301185,1.332327642,1.102366812,1.403984626,1.65021755,1,1
1.718301185,1.352849849,1.102366812,1.388606677,1.664752535,1,1
1.718301185,1.340536525,1.102366812,1.409623207,1.656031216,1,1
1.718301185,1.373372057,1.08237992,1.435594854,1.67928752,1,1
1.718301185,1.373372057,1.052399582,1.456098786,1.67928752,1,1
1.718301185,1.380760051,1.054398272,1.442429498,1.684519657,1,1
1.718301185,1.41031203,1.027415967,1.439866507,1.705451477,1,1
1.718301185,1.41031203,1.010427109,1.535836298,1.705451477,1,1
1.659925846,1.41031203,1.032812428,1.509409009,1.675148006,1,1
1.669655069,1.451356445,1.04540417,1.503086963,1.709176548,1,1
1.669655069,1.451356445,1.018421866,1.509067277,1.709176548,1,1
1.698842739,1.426729796,1.002432352,1.498473579,1.706953628,1,1
1.637224328,1.473930873,1.002432352,1.510775938,1.708223166,1,1
1.659925846,1.478445758,1.002432352,1.544265693,1.723233205,1,1
1.621008953,1.496505301,1.002432352,1.566022644,1.715681499,1,1
1.621008953,1.527288612,1.002432352,1.562890098,1.737355385,1,1
1.621008953,1.462848881,1.002432352,1.533330263,1.69198618,1,1
1.621008953,1.055277843,1.002432352,1.443283829,1.405131124,1,1
1.58209206,0.992479888,1.002432352,1.268829542,1.341564111,1,1
1.543175167,0.903823952,0.966455947,1.109582337,1.260158036,1,1
1.533445944,1.011702354,0.954463812,1.138629574,1.330844293,1,1
1.52371672,1.11958076,0.942471676,1.167676811,1.40145192,1,1
1.52371672,1.068001611,0.942471676,1.184763421,1.36538065,1,1
1.505879814,1.048437106,0.942471676,1.174739277,1.342812354,1,1
1.52371672,1.055961918,0.942471676,1.163348202,1.356960744,1,1
1.52371672,1.093449148,0.942471676,1.174511455,1.383177121,1,1
1.505879814,1.113424098,0.942471676,1.204356066,1.388209407,1,1
1.470205993,1.127105568,0.942471676,1.216886247,1.379899254,1,1
1.52371672,1.127105568,0.942471676,1.258748442,1.406715181,1,1
1.480908138,1.168149983,0.942471676,1.27019647,1.413885205,1,1
1.496961357,1.127105568,0.942471676,1.254476789,1.393297389,1,1
1.470205993,1.140787039,0.942471676,1.254476789,1.389436354,1,1
1.52371672,1.168149983,0.942471676,1.264728755,1.43542149,1,1
1.470205993,1.168149983,0.942471676,1.277543713,1.408508915,1,1
1.52371672,1.140787039,0.942471676,1.276119827,1.416283404,1,1
1.438099556,1.127105568,0.942471676,1.26541222,1.363849014,1,1
1.416695265,1.127105568,0.942471676,1.263020094,1.353163596,1,1
1.416695265,1.068001611,0.954463812,1.234656322,1.312109183,1,1
1.392372207,1.02039009,0.957461845,1.227992544,1.26702501,1,1
1.400479889,0.956087172,0.98244546,1.183282582,1.226412888,1,1
1.400479889,0.921883495,0.942471676,1.156741381,1.202683168,1,1
1.416695265,0.921883495,0.957461845,1.112999659,1.210623107,1,1
1.343726091,0.858264652,0.957461845,1.098988639,1.13097309,1,1
1.368049149,0.828849487,0.972452014,1.061967652,1.122418859,1,1
1.319403032,0.82542912,0.978448082,1.033717789,1.096520276,1,1
1.319403032,0.757705836,1.002432352,1.025516216,1.049786522,1,1
1.319403032,0.74597886,0.968169109,1.015752439,1.041694239,1,1
1.319403032,0.702979951,0.962458568,0.985647459,1.01202308,1,1
1.319403032,0.683825889,0.954463812,0.972889458,0.998806777,1,1
1.301890431,0.648527693,0.978448082,0.940766631,0.966131317,1,1
1.290215363,0.603105206,0.98244546,0.907049054,0.92930979,1,1
1.231840023,0.574647746,0.954463812,0.882672158,0.882243499,1,1
1.253730776,0.552483762,0.957461845,0.898220973,0.877306224,1,1
1.231840023,0.545643025,0.962458568,0.86604119,0.86234369,1,1
1.231840023,0.484076403,1.002432352,0.850093688,0.820108197,1,1
1.231840023,0.455345313,1.002432352,0.837563507,0.80039841,1,1
1.231840023,0.447820505,0.992438906,0.801112073,0.795236713,1,1
1.231840023,0.404723869,1.002432352,0.786303678,0.765675307,1,1
1.231840023,0.371888338,1.002432352,0.776051712,0.743152878,1,1
1.231840023,0.347261689,0.990440217,0.764432817,0.726262285,1,1
1.231840023,0.330843923,0.978448082,0.724108418,0.715001889,1,1
1.231840023,0.273381742,0.990440217,0.703604486,0.675592143,1,1
1.231840023,0.306217274,0.987442183,0.68720134,0.698111296,1,1
1.231840023,0.265172859,0.98244546,0.684638349,0.669963583,1,1
1.231840023,0.238083546,0.978448082,0.688568269,0.651385732,1,1
1.231840023,0.235073623,0.98244546,0.715679023,0.649321708,1,1
1.231840023,0.189240692,0.957461845,0.691472993,0.617891215,1,1
1.212381577,0.171591594,0.954463812,0.630473795,0.596992157,1,1
1.173464684,0.140397839,0.942471676,0.637308439,0.558118074,1,1
1.134547791,0.090734097,0.942471676,0.612020257,0.506799239,1,1
1.199409282,0.1009952,0.942471676,0.594933647,0.54282628,1,1
1.134547791,0.070211889,0.960459879,0.562469088,0.492814659,1,1
1.154006237,0.050100126,0.971252801,0.578530501,0.48776763,1,1
1.158870849,0.080472993,0.996436285,0.585536011,0.510661911,1,1
1.134547791,0.014801929,1.000033925,0.585365145,0.455059408,1,1
1.183193907,0.027115254,0.978448082,0.556488774,0.485061466,1,1
1.134547791,-0.035477479,0.996436285,0.515480911,0.420803168,1,1
1.134547791,-0.055794464,0.985643363,0.488996665,0.406961105,1,1
1.134547791,-0.063182459,0.985643363,0.487629736,0.401927181,1,1
1.134547791,-0.063182459,0.968454636,0.499248631,0.401927181,1,1
1.134547791,-0.083704666,0.949467089,0.482162021,0.387945878,1,1
1.134547791,-0.087809107,0.988841266,0.46644234,0.385149617,1,1
1.134547791,-0.083704666,0.939273774,0.442521086,0.387945878,1,1
1.134547791,-0.128853522,0.955263287,0.407664402,0.357188649,1,1
1.134547791,-0.124749081,0.953464467,0.399291963,0.35998491,1,1
1.134547791,-0.120644639,0.943271152,0.391261257,0.362779532,1,1
1.134547791,-0.145271288,0.95846119,0.389894328,0.346003607,1,1
1.134547791,-0.145271288,0.95846119,0.404417946,0.346003607,1,1
1.134547791,-0.145271288,0.939273774,0.391944721,0.346003607,1,1
1.134547791,-0.135010184,0.939473643,0.354012447,0.352993439,1,1
1.134547791,-0.104226873,0.928081114,0.391261257,0.373964575,1,1
1.134547791,-0.112435756,0.943271152,0.391261257,0.368372054,1,1
1.095630898,-0.137062405,0.95846119,0.385622675,0.334623629,1,1
1.115089344,-0.112435756,0.95846119,0.354012447,0.359860413,1,1
1.110224733,-0.114487977,0.95846119,0.34290615,0.356338468,1,1
1.095630898,-0.181390373,0.95846119,0.348203,0.304501989,1,1
1.085901675,-0.063182459,0.95846119,0.357429769,0.380562898,1,1
1.134547791,-0.17913293,0.95846119,0.34205182,0.322937324,1,1
1.115089344,-0.120644639,0.95846119,0.324281746,0.354276083,1,1
1.10211705,-0.182895336,0.95846119,0.336925837,0.306292448,1,1
1.061578617,-0.167845716,0.95846119,0.356575438,0.298930763,1,1
1.076172451,-0.190420144,0.95846119,0.365973074,0.289939156,1,1
1.037255559,-0.200681248,0.95846119,0.336925837,0.266163569,1,1
1.037255559,-0.17913293,0.95846119,0.319839227,0.280750974,1,1
1.037255559,-0.181527186,0.95846119,0.318130566,0.279130879,1,1
1.095630898,-0.223255676,0.95846119,0.322231352,0.276054501,1,1
1.061578617,-0.190420144,0.930479541,0.329236863,0.283624226,1,1
1.056714005,-0.155121947,0.94726853,0.362555752,0.305447181,1,1
1.110224733,-0.114487977,0.95846119,0.398437633,0.356338468,1,1
1.134547791,-0.145271288,0.95846119,0.406980938,0.346003607,1,1
1.134547791,-0.136476057,0.95846119,0.421219779,0.351995828,1,1
1.134547791,-0.127680826,0.95846119,0.435458621,0.357986411,1,1
1.134547791,-0.104226873,0.95846119,0.467638403,0.373964575,1,1
1.134547791,-0.104226873,0.939806757,0.452545231,0.373964575,1,1
1.134547791,-0.112435756,0.924883211,0.435686442,0.368372054,1,1
1.134547791,-0.076863929,0.95846119,0.466214519,0.392606312,1,1
1.134547791,-0.117908343,0.939806757,0.449127909,0.364643706,1,0
1.134547791,-0.063182459,0.916488717,0.461658089,0.401927181,1,0
1.134547791,-0.063182459,0.921152325,0.461658089,0.401927181,1,0
1.076172451,-0.079600224,0.924883211,0.458240767,0.36515316,1,0
1.076172451,-0.079600224,0.936075871,0.463708483,0.36515316,1,0
1.076172451,-0.087809107,0.913690552,0.436369907,0.359581934,1,0
1.061578617,-0.104226873,0.930479541,0.397583302,0.342068857,1,0
1.037255559,-0.128853522,0.913690552,0.370757325,0.314792621,1,0
1.037255559,-0.145271288,0.902497892,0.347519535,0.303676379,1,0
1.037255559,-0.145271288,0.902497892,0.381692755,0.303676379,1,0
1.037255559,-0.145271288,0.902497892,0.362555752,0.303676379,1,0
1.037255559,-0.181390373,0.902497892,0.329065996,0.279222614,1,0
1.037255559,-0.190420144,0.902497892,0.326673871,0.27311081,1,0
1.037255559,-0.190420144,0.902497892,0.327699068,0.27311081,1,0
1.037255559,-0.190420144,0.902497892,0.318130566,0.27311081,1,0
1.015851267,-0.198629027,0.902497892,0.296259705,0.258320279,1,0
0.994446976,-0.215046793,0.902497892,0.307195136,0.238014218,1,0
1.037255559,-0.204101614,0.902497892,0.288513775,0.263848914,1,0
0.956989467,-0.248908435,0.902497892,0.269433728,0.199122116,1,0
0.994446976,-0.223255676,0.902497892,0.261403021,0.232472478,1,0
0.930234103,-0.268404532,0.902497892,0.248417198,0.174583168,1,0
0.956989467,-0.259169539,0.902497892,0.245512474,0.192212551,1,0
0.930234103,-0.268404532,0.902497892,0.219711693,0.174583168,1,0
0.930234103,-0.259169539,0.902497892,0.185709339,0.180793258,1,1
0.930234103,-0.261392779,0.902497892,0.188016032,0.17929766,1,1
0.930234103,-0.263616016,0.902497892,0.190322724,0.1778037,1,1
0.930234103,-0.299187843,0.902497892,0.190835322,0.153887236,1,1
0.930234103,-0.246240548,0.891305233,0.184171544,0.189486729,1,1
0.930234103,-0.181390373,0.900898941,0.221762086,0.233091686,1,1
0.930234103,-0.044712472,0.886508379,0.268579397,0.325006262,1,1
0.930234103,-0.107305204,0.467782991,0.311295922,0.282911646,1,1
0.930234103,-0.145271288,-0.772403657,0.299335295,0.257380002,1,0
0.89131721,-0.154301059,-0.772403657,0.251151055,0.234554521,1,0
0.865372611,-0.145271288,-0.772403657,0.20991537,0.229453434,1,0
0.905911045,-0.156558502,-0.772403657,0.214756576,0.239316519,1,0
0.857264929,-0.190420144,-0.772403657,0.218173898,0.195750877,1,0
0.832941871,-0.17913293,-0.772403657,0.215610907,0.192898921,1,0
0.832941871,-0.181390373,-0.772403657,0.206725869,0.191390218,1,0
0.803754201,-0.204101614,-0.772403657,0.17574215,0.163774892,1,0
0.797916667,-0.20683791,-0.772403657,0.166059738,0.159465014,1,0
0.774566531,-0.230096413,-0.772403657,0.154953441,0.134048037,1,0
0.803754201,-0.217783089,-0.772403657,0.151820896,0.154648959,1,0
0.745378861,-0.231464559,-0.772403657,0.148973128,0.120772761,1,0
0.745378861,-0.231464559,-0.772403657,0.147264467,0.120772761,1,0
0.745378861,-0.253628543,-0.772403657,0.133595179,0.106044479,1,0
0.745378861,-0.231464559,-0.772403657,0.117647676,0.120772761,1,0
0.68051737,-0.268404532,-0.772403657,0.105117496,0.068921539,1,0
0.648086629,-0.268404532,-0.772403657,0.096858968,0.055305536,1,0
0.696732745,-0.259169539,-0.772403657,0.093441646,0.081856087,1,0
0.648086629,-0.268404532,-0.772403657,0.07777892,0.055305536,1,0
0.648086629,-0.268404532,-0.772403657,0.068666061,0.055305536,1,0
0.68051737,-0.268404532,-0.772403657,0.050440344,0.068921539,1,0
0.648086629,-0.268404532,-0.772403657,0.03107552,0.055305536,1,0
0.648086629,-0.278665636,-0.772403657,-0.006515022,0.048528658,1,0
0.615655888,-0.282086002,-0.772403657,0.018260562,0.032697924,1,0
0.615655888,-0.282086002,-0.772403657,0.001458729,0.032697924,1,0
0.550794397,-0.31765783,-0.772403657,-0.004464629,-0.017719948,1,0
0.529390106,-0.309448947,-0.772403657,-0.013349666,-0.021220598,1,0
0.529390106,-0.325866713,-0.772403657,-0.012666202,-0.031981369,1,0
0.497283669,-0.309448947,-0.772403657,-0.009932344,-0.034531912,1,0
0.479446763,-0.350493362,-0.772403657,-0.038410027,-0.068732456,1,0
0.443772941,-0.350493362,-0.772403657,-0.040688242,-0.083421424,1,0
0.443772941,-0.340232258,-0.772403657,-0.065463826,-0.076731367,1,0
0.443772941,-0.350493362,-0.772403657,-0.086822089,-0.083421424,1,0
0.443772941,-0.350493362,-0.772403657,-0.079133114,-0.083421424,1,0
0.370803767,-0.384355004,-0.772403657,-0.070589809,-0.135343085,1,0
0.37891145,-0.365542982,-0.772403657,-0.08853075,-0.119820317,1,0
0.346480709,-0.395642218,-0.772403657,-0.091948072,-0.152577683,1,0
0.346480709,-0.395642218,-0.772403657,-0.096219724,-0.152577683,1,0
0.346480709,-0.395642218,-0.772403657,-0.098782716,-0.152577683,1,0
0.324589956,-0.395642218,-0.772403657,-0.10561736,-0.161485747,1,0
0.324589956,-0.405903321,-0.772403657,-0.130392944,-0.168125023,1,0
0.311455505,-0.412059984,-0.772403657,-0.169179549,-0.177437701,1,0
0.2589177,-0.436686632,-0.772403657,-0.178520229,-0.214588488,1,0
0.2589177,-0.436686632,-0.772403657,-0.181652774,-0.214588488,1,0
0.2589177,-0.436686632,-0.772403657,-0.170546477,-0.214588488,1,0
0.2589177,-0.436686632,-0.772403657,-0.193613401,-0.214588488,1,0
0.20054236,-0.458850616,-0.772403657,-0.204036233,-0.252332272,1,0
0.161625467,-0.473626606,-0.772403657,-0.211554341,-0.277393778,1,0
0.161625467,-0.473626606,-0.772403657,-0.215655128,-0.277393778,1,0
0.161625467,-0.464391612,-0.772403657,-0.219243316,-0.271481825,1,0
0.064333235,-0.448999957,-0.772403657,-0.230919166,-0.300525586,1,0
0.064333235,-0.473626606,-0.772403657,-0.229495282,-0.316192508,1,0
0.112979351,-0.473626606,-0.772403657,-0.238038587,-0.296820172,1,0
0.064333235,-0.473626606,-0.772403657,-0.265092386,-0.316192508,1,0
0.064333235,-0.473626606,-0.772403657,-0.273066137,-0.316192508,1,0
0.064333235,-0.473626606,-0.772403657,-0.27904645,-0.316192508,1,0
0.064333235,-0.473626606,-0.772403657,-0.278761674,-0.316192508,1,0
0.064333235,-0.494148813,-0.772403657,-0.280755111,-0.329248277,1,0
0.064333235,-0.483887709,-0.772403657,-0.281609442,-0.322720393,1,0
0.064333235,-0.504409917,-0.772403657,-0.308948018,-0.335776161,1,0
0.064333235,-0.494148813,-0.772403657,-0.31321967,-0.329248277,1,0
0.064333235,-0.504409917,-0.772403657,-0.32945195,-0.335776161,1,0
0.064333235,-0.51467102,-0.772403657,-0.328597619,-0.342304045,1,0
0.064333235,-0.51467102,-0.772403657,-0.332299718,-0.342304045,1,0
0.064333235,-0.51467102,-0.772403657,-0.344829898,-0.342304045,1,0
0.064333235,-0.51467102,-0.772403657,-0.359353517,-0.342304045,1,0
0.037577871,-0.524932124,-0.772403657,-0.353373203,-0.359409232,1,0
-0.042688221,-0.555715435,-0.772403657,-0.343690791,-0.410497093,1,0
-0.007014399,-0.585814671,-0.772403657,-0.354227534,-0.415557227,1,0
-0.042688221,-0.567002649,-0.772403657,-0.366188161,-0.417627803,1,0
-0.042688221,-0.589577077,-0.772403657,-0.392672406,-0.431890862,1,0
-0.042688221,-0.578289863,-0.772403657,-0.390963745,-0.424758513,1,0
-0.067011279,-0.600864291,-0.772403657,-0.396089728,-0.448506252,1,0
-0.107549712,-0.555715435,-0.772403657,-0.383559547,-0.435878031,1,0
-0.091334337,-0.567002649,-0.772403657,-0.387546423,-0.436651221,1,0
-0.115657395,-0.567002649,-0.772403657,-0.406341694,-0.446142453,1,0
-0.075118962,-0.555715435,-0.772403657,-0.402924372,-0.423199029,1,0
-0.042688221,-0.567002649,-0.772403657,-0.414884999,-0.417627803,1,0
-0.115657395,-0.600864291,-0.772403657,-0.411467677,-0.467436297,1,0
-0.139980453,-0.578289863,-0.772403657,-0.423428304,-0.4627087,1,0
-0.139980453,-0.567002649,-0.772403657,-0.435388931,-0.455622219,1,0
-0.139980453,-0.600864291,-0.772403657,-0.448488665,-0.476883301,1,0
-0.139980453,-0.585814671,-0.772403657,-0.443932236,-0.467433021,1,0
-0.139980453,-0.600864291,-0.772403657,-0.452475541,-0.476883301,1,0
-0.139980453,-0.600864291,-0.772403657,-0.455892863,-0.476883301,1,0
-0.175005657,-0.617282057,-0.772403657,-0.446666094,-0.500747345,1,0
-0.198355793,-0.628227236,-0.772403657,-0.454184202,-0.516617394,1,0
-0.210030861,-0.633699823,-0.772403657,-0.473321205,-0.524540951,1,0
-0.227543462,-0.641908706,-0.772403657,-0.473549027,-0.536409087,1,0
-0.227543462,-0.641908706,-0.772403657,-0.465803097,-0.536409087,1,0
-0.227543462,-0.641908706,-0.772403657,-0.465575275,-0.536409087,1,0
-0.227543462,-0.641908706,-0.772403657,-0.479814117,-0.536409087,1,0
-0.227543462,-0.641908706,-0.772403657,-0.480383671,-0.536409087,1,0
-0.227543462,-0.651143699,-0.772403657,-0.490920413,-0.542175248,1,0
-0.227543462,-0.660378693,-0.772403657,-0.508861354,-0.547941409,1,0
-0.227543462,-0.654222031,-0.772403657,-0.521391534,-0.544096756,1,0
-0.227543462,-0.678848679,-0.772403657,-0.534833001,-0.559472094,1,0
-0.227543462,-0.641908706,-0.772403657,-0.51455689,-0.536409087,1,0
-0.25186652,-0.678848679,-0.772403657,-0.521391534,-0.568783134,1,0
-0.259974203,-0.678848679,-0.772403657,-0.527656625,-0.571884084,1,0
-0.300512637,-0.689109783,-0.772403657,-0.543034573,-0.593744715,1,0
-0.324835695,-0.699370887,-0.772403657,-0.541325912,-0.609375599,1,0
-0.300512637,-0.699370887,-0.772403657,-0.57208181,-0.600121893,1,0
-0.324835695,-0.719893094,-0.772403657,-0.563538505,-0.622108659,1,0
-0.292404954,-0.719893094,-0.772403657,-0.566955827,-0.609793318,1,0
-0.324835695,-0.719893094,-0.772403657,-0.562684175,-0.622108659,1,0
-0.324835695,-0.719893094,-0.772403657,-0.58831409,-0.622108659,1,0
-0.324835695,-0.719893094,-0.772403657,-0.580625115,-0.622108659,1,0
-0.324835695,-0.719893094,-0.772403657,-0.584042437,-0.622108659,1,0
-0.324835695,-0.730154198,-0.772403657,-0.58831409,-0.62847437,1,0
-0.324835695,-0.747256039,-0.772403657,-0.594294403,-0.639084434,1,0
-0.324835695,-0.772224723,-0.772403657,-0.58916842,-0.65457444,1,0
-0.324835695,-0.772224723,-0.772403657,-0.584042437,-0.65457444,1,0
-0.324835695,-0.760937509,-0.772403657,-0.590022751,-0.647571503,1,0
-0.324835695,-0.760937509,-0.772403657,-0.603692039,-0.647571503,1,0
-0.300512637,-0.760937509,-0.772403657,-0.6054007,-0.638376769,1,0
-0.324835695,-0.760937509,-0.772403657,-0.630745838,-0.647571503,1,0
-0.292404954,-0.760937509,-0.772403657,-0.648971555,-0.635310219,1,0
-0.324835695,-0.805060255,-0.772403657,-0.615652666,-0.674944387,1,0
-0.324835695,-0.772224723,-0.772403657,-0.609672352,-0.65457444,1,0
-0.324835695,-0.760937509,-0.772403657,-0.624195971,-0.647571503,1,0
-0.324835695,-0.760937509,-0.772403657,-0.617361327,-0.647571503,1,0
-0.324835695,-0.760937509,-0.772403657,-0.624195971,-0.647571503,1,0
-0.324835695,-0.760937509,-0.772403657,-0.630518016,-0.647571503,1,0
-0.324835695,-0.760937509,-0.772403657,-0.660932182,-0.647571503,1,0
-0.324835695,-0.788026823,-0.772403657,-0.659906985,-0.664376914,1,0
-0.324835695,-0.806086365,-0.772403657,-0.667197272,-0.675581614,1,0
-0.324835695,-0.806086365,-0.772403657,-0.672892809,-0.675581614,1,0
-0.300512637,-0.806086365,-0.772403657,-0.677164461,-0.666429471,1,0
-0.324835695,-0.806086365,-0.772403657,-0.666058165,-0.675581614,1,0
-0.324835695,-0.806086365,-0.772403657,-0.666058165,-0.675581614,1,0
-0.324835695,-0.806086365,-0.772403657,-0.679727453,-0.675581614,1,0
-0.324835695,-0.816347469,-0.772403657,-0.678018792,-0.681945687,1,0
-0.324835695,-0.806086365,-0.772403657,-0.677164461,-0.675581614,1,0
-0.324835695,-0.816347469,-0.772403657,-0.676310131,-0.681945687,1,0
-0.324835695,-0.830713014,-0.772403657,-0.66059045,-0.690857027,1,0
-0.349158753,-0.836869676,-0.772403657,-0.6754558,-0.703786661,1,0
-0.349158753,-0.826608572,-0.772403657,-0.679727453,-0.697430778,1,0
-0.324835695,-0.84713078,-0.772403657,-0.6653747,-0.70104282,1,0
-0.389697186,-0.84713078,-0.772403657,-0.684283882,-0.725278716,1,0
-0.402669481,-0.84713078,-0.772403657,-0.696130598,-0.730116067,1,0
-0.397804869,-0.84713078,-0.772403657,-0.688270758,-0.728302675,1,0
-0.422127927,-0.84713078,-0.772403657,-0.672892809,-0.737364721,1,0
-0.422127927,-0.84713078,-0.772403657,-0.676310131,-0.737364721,1,0
-0.422127927,-0.861906769,-0.772403657,-0.683828239,-0.746472635,1,0
-0.422127927,-0.859444104,-0.772403657,-0.695674955,-0.744955741,1,0
-0.422127927,-0.856365773,-0.772403657,-0.687416427,-0.743057167,1,0
-0.422127927,-0.84713078,-0.772403657,-0.673747139,-0.737364721,1,0
-0.422127927,-0.84713078,-0.772403657,-0.678588346,-0.737364721,1,0
-0.422127927,-0.84713078,-0.772403657,-0.679727453,-0.737364721,1,0
-0.422127927,-0.84713078,-0.772403657,-0.711337681,-0.737364721,1,0
-0.422127927,-0.84713078,-0.772403657,-0.715609334,-0.737364721,1,0
-0.448883291,-0.84713078,-0.772403657,-0.729278621,-0.747317902,1,0
-0.422127927,-0.84713078,-0.772403657,-0.722443978,-0.737364721,1,0
-0.448883291,-0.84713078,-0.772403657,-0.713900673,-0.747317902,1,0
-0.457801749,-0.84713078,-0.772403657,-0.719880986,-0.750633445,1,0
-0.422127927,-0.84713078,-0.772403657,-0.712761565,-0.737364721,1,0
-0.529149383,-0.884070753,-0.772403657,-0.711622458,-0.799708064,1,0
-0.529149383,-0.865600766,-0.772403657,-0.716463664,-0.788400163,1,0
-0.529149383,-0.87483576,-0.772403657,-0.70962902,-0.794053294,1,0
-0.529149383,-0.861906769,-0.772403657,-0.730987282,-0.786137927,1,0
