Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy,Week_day
21.89,30.32333333,429.0,791.5,0.004928638,1,1
21.89,30.32,418.75,788.25,0.004928092,1,1
21.89,30.39,429.0,792.25,0.00493956,1,1
21.89,30.39,429.0,795.5,0.00493956,1,1
21.89,30.365,429.0,793.5,0.0049354640000000005,1,1
21.89,30.23,429.0,789.3333332999999,0.004913348,1,1
21.89,30.2,429.0,786.0,0.004908434000000001,1,1
21.89,30.0225,429.0,771.75,0.004879358,1,1
21.89,29.96,429.0,760.0,0.004869121,1,1
21.89,29.9175,429.0,756.0,0.00486216,1,1
21.89,30.1,429.0,754.0,0.0048920529999999995,1,1
21.89,30.15,416.5,759.0,0.004900243,1,1
21.89,30.13333333,421.66666669999995,756.6666667000001,0.004897513,1,1
21.89,30.47,438.0,764.25,0.004952667,1,1
21.89,30.16666667,441.0,768.0,0.004902973,1,1
21.89,30.075,438.0,770.25,0.0048879579999999995,1,1
21.89,30.125,438.0,766.25,0.0048961479999999995,1,1
21.89,30.175,438.0,767.75,0.004904339000000001,1,1
21.89,30.295,438.0,777.0,0.004923997,1,1
21.89,30.2,441.0,775.3333332999999,0.004908434000000001,1,1
21.89,30.2,436.33333330000005,768.0,0.004908434000000001,1,1
21.865,30.15,438.0,766.75,0.004892711,1,1
21.89,30.075,438.0,772.5,0.0048879579999999995,1,1
21.89,30.0725,435.5,774.75,0.004887548,1,1
21.89,30.03,435.0,766.3333332999999,0.0048805870000000005,1,1
21.89,29.9175,434.5,752.0,0.00486216,1,1
21.89,30.1,430.5,754.0,0.0048920529999999995,1,1
21.89,30.1,441.0,755.0,0.0048920529999999995,1,1
21.89,30.075,431.0,763.25,0.0048879579999999995,1,1
21.89,30.1975,425.0,769.5,0.004908024,1,1
21.89,30.23,419.0,769.3333332999999,0.004913348,1,1
21.9175,30.5475,395.25,772.25,0.004973773,1,1
21.96333333,30.79333333,426.66666669999995,784.6666667000001,0.00502828,1,1
21.9725,30.2,424.75,784.25,0.0049334059999999996,1,1
22.0,30.175,423.5,794.25,0.004937632,1,1
21.945,30.245,423.5,791.0,0.004932467,1,1
21.92666667,30.29,426.66666669999995,791.3333332999999,0.0049342959999999995,1,1
21.9725,30.175,428.25,793.25,0.00492929,1,1
21.89,30.245,433.0,787.5,0.004915806,1,1
21.92666667,30.35666667,433.0,789.0,0.004945242,1,1
21.945,30.1725,428.25,782.75,0.00492055,1,1
21.9175,30.34,428.25,783.5,0.004939719,1,1
21.92666667,30.29,426.66666669999995,791.0,0.0049342959999999995,1,1
21.9175,30.2925,428.25,786.0,0.004931925,1,1
21.9175,30.27,433.0,786.5,0.004928232,1,1
21.92666667,30.19666667,433.0,786.3333332999999,0.004918972,1,1
21.89,30.34,428.25,786.3333332999999,0.0049313690000000006,1,1
21.945,30.34,433.0,787.6666667000001,0.004948083,1,1
21.945,30.39,433.0,786.5,0.004956302,1,1
21.89,30.365,433.0,791.75,0.0049354640000000005,1,1
21.89,30.39,433.0,788.0,0.00493956,1,1
21.9175,30.4725,433.0,797.75,0.0049614640000000005,1,1
21.9175,30.39,433.0,801.75,0.004947925,1,1
21.945,30.5,433.0,803.5,0.004974386,1,1
21.89,30.4725,433.0,811.0,0.004953076,1,1
21.89,30.42666667,433.0,803.6666667000001,0.0049455670000000005,1,1
21.9725,30.5,433.0,801.5,0.004982805999999999,1,1
21.945,30.5,433.0,804.0,0.004974386,1,1
21.9725,30.4175,433.0,807.0,0.004969220999999999,1,1
21.945,30.3675,433.0,801.75,0.004952603,1,1
21.9725,30.4725,433.0,796.25,0.004978278,1,1
21.92666667,30.53333333,433.0,807.0,0.004974252,1,1
21.9725,30.55,433.0,823.75,0.00499104,1,1
21.89,30.46333333,433.0,818.0,0.004951574,1,1
21.956,30.458000000000002,433.0,807.5,0.004970843,1,1
21.9175,30.5,433.0,814.0,0.004965977,1,1
21.96333333,30.39,433.0,804.25,0.0049618940000000005,1,1
21.945,30.445,433.0,805.0,0.004965344,1,1
21.945,30.3975,433.0,805.75,0.004957535,1,1
21.945,30.3425,433.0,799.25,0.004948494,1,1
22.0,30.445,433.0,797.0,0.004982167,1,1
21.9725,30.4175,433.0,798.25,0.004969220999999999,1,1
22.0,30.2,433.0,784.5,0.004941755,1,1
21.92666667,30.32666667,423.66666669999995,780.6666667000001,0.0049403170000000005,1,1
21.9725,30.365,433.0,782.75,0.004960575,1,1
21.89,30.39,426.0,787.0,0.00493956,1,1
21.89,30.245,426.0,790.5,0.004915806,1,1
21.89,30.3175,429.5,782.25,0.0049276829999999995,1,1
21.89,30.19666667,423.66666669999995,778.0,0.004907888,1,1
21.89,30.2475,422.5,778.0,0.004916215,1,1
21.89,30.13333333,428.33333330000005,773.3333332999999,0.004897513,1,1
21.89,30.175,419.0,766.25,0.004904339000000001,1,1
21.89,30.125,419.0,756.25,0.0048961479999999995,1,1
21.89,30.175,419.0,751.3333332999999,0.004904339000000001,1,1
21.89,30.03333333,419.0,746.5,0.004881133,1,1
21.89,29.8675,419.0,740.5,0.0048539709999999995,1,1
21.84,29.84,419.0,735.0,0.004834569,1,1
21.89,29.89,419.0,719.0,0.004857656,1,1
21.815,29.84,419.0,718.0,0.004827135,1,1
21.82333333,29.85666667,419.0,716.0,0.00483233,1,1
21.84,29.84,419.0,712.25,0.004834569,1,1
21.815,29.815,419.0,708.5,0.004823059,1,1
21.84,29.795,419.0,702.0,0.004827221,1,1
21.82333333,29.82333333,419.0,702.0,0.004826893,1,1
21.815,29.7475,419.0,695.75,0.0048120559999999995,1,1
21.79,29.73,419.0,686.6666667000001,0.004801807,1,1
21.815,29.55,419.0,679.75,0.004779862,1,1
21.79,29.5,419.0,674.0,0.004764374,1,1
21.79,29.3675,419.0,669.25,0.004742812,1,1
21.79,29.745,419.0,667.5,0.004804248,1,1
21.815,29.6725,419.0,679.0,0.00479983,1,1
21.79,29.6,419.0,678.0,0.0047806490000000005,1,1
21.84,29.55,419.0,674.0,0.004787222,1,1
21.79,29.4725,419.0,666.5,0.004759899000000001,1,1
21.79,29.34,419.0,665.6666667000001,0.0047383370000000005,1,1
21.89,29.29,419.0,648.6666667000001,0.004759399,1,1
21.84,29.315,419.0,643.25,0.004748861,1,1
21.89,29.29,419.0,635.0,0.004759399,1,1
21.865,29.29,419.0,636.25,0.004752084,1,1
21.89,29.34,419.0,636.25,0.004767586,1,1
21.89,29.29,419.0,639.0,0.004759399,1,1
21.85666667,29.43333333,419.0,640.3333332999999,0.00477307,1,1
21.89,29.2675,419.0,639.75,0.004755715,1,1
21.89,29.245,419.0,638.5,0.0047520309999999994,1,1
21.89,29.42,415.5,643.5,0.004780685,1,1
21.89,29.7725,415.0,648.0,0.004838411,1,1
21.89,29.7475,419.0,656.75,0.004834317,1,1
21.89,29.45666667,419.0,655.6666667000001,0.004786689,1,1
21.89,29.2675,419.0,646.75,0.004755715,1,1
21.89,29.29,419.0,643.0,0.004759399,1,1
21.89,29.23,419.0,639.0,0.004749575,1,1
21.89,29.2,419.0,633.5,0.004744663,1,1
21.865,29.125,419.0,631.0,0.004725111,1,1
21.89,29.125,419.0,626.0,0.004732384,1,1
21.815,28.9725,419.0,614.75,0.004685745,1,1
21.79,28.89,419.0,606.0,0.004665118,1,1
21.82333333,28.85666667,419.0,603.0,0.004669264,1,1
21.79,28.79,419.0,600.75,0.004648849,1,1
21.79,28.695,419.0,601.0,0.004633395,1,1
21.79,28.63333333,419.0,601.6666667000001,0.004623363,1,1
21.79,28.7225,419.0,597.25,0.004637868,1,1
21.79,28.6475,419.0,596.5,0.004625668,1,1
21.79,28.53333333,419.0,596.6666667000001,0.004607097,1,1
21.79,28.525,419.0,595.25,0.004605742,1,1
21.79,28.42,419.0,588.5,0.004588663,1,1
21.79,28.55,419.0,585.0,0.004609808,1,1
21.7675,28.5,419.0,585.75,0.004595307,1,1
21.7,28.445,412.0,584.5,0.004567351,1,1
21.7,28.5,279.3333333,585.0,0.004576247,1,1
21.7,28.56666667,0.0,582.0,0.004587031,0,1
21.7,28.76,0.0,578.0,0.004618306,0,1
21.7,28.79,0.0,584.0,0.004623159,0,1
21.7,28.79,0.0,586.5,0.004623159,0,1
21.7,28.84,0.0,587.5,0.004631248,0,1
21.7,28.86,0.0,586.0,0.004634483,0,1
21.7,28.86,0.0,592.3333332999999,0.004634483,0,1
21.7,28.79,0.0,590.0,0.004623159,0,1
21.6,28.895,0.0,590.0,0.0046116429999999995,0,1
21.63333333,28.79,0.0,590.5,0.00460421,0,1
21.6,28.73,0.0,593.5,0.004585114,0,1
21.6,28.79,0.0,595.0,0.004594761,0,1
21.6,28.79,0.0,594.6666667000001,0.004594761,0,1
21.55,28.79,0.0,593.0,0.00458062,0,1
21.6,28.79,0.0,582.5,0.004594761,0,1
21.6,28.79,0.0,579.5,0.004594761,0,1
21.6,28.79,0.0,588.0,0.004594761,0,1
21.5,28.84,0.0,596.5,0.004574506,0,1
21.5,28.82333333,0.0,622.3333332999999,0.004571843,0,1
21.5,28.79,0.0,606.0,0.004566517,0,1
21.5,29.6,0.0,605.0,0.004695965,0,1
21.5,28.995,0.0,642.5,0.004599273,0,1
21.39,29.015,0.0,604.25,0.0045713329999999995,0,1
21.39,29.445,0.0,596.0,0.004639585,0,1
21.39,29.2,0.0,612.0,0.004600696,0,1
21.39,29.1,0.0,720.5,0.004584824,0,1
21.32333333,29.33,0.0,1760.0,0.004602344,0,1
21.29,29.0,0.0,1665.0,0.004540823,0,1
21.29,29.03,0.0,1255.666667,0.004545555,0,1
21.29,29.2,0.0,724.0,0.00457237,0,1
21.29,29.1,0.0,619.0,0.0045565959999999996,0,1
21.29,29.9,0.0,562.5,0.004682805999999999,0,1
21.29,29.92666667,0.0,582.0,0.004687014000000001,0,1
21.29,29.8,0.0,616.0,0.004667027,0,1
21.245,29.55,0.0,648.5,0.004614732,0,1
21.2,29.5,0.0,673.0,0.004594069,0,1
21.2,30.1,0.0,608.0,0.004688212,0,1
21.2,29.6,0.0,752.0,0.004609757,0,1
21.2,30.45,0.0,621.5,0.004743141,0,1
21.2,30.0,0.0,589.3333332999999,0.004672519,0,1
21.2,29.9,0.0,608.5,0.0046568270000000005,0,1
21.2,29.945,0.0,620.0,0.004663889,0,1
21.2,29.495,0.0,598.5,0.004593284,0,1
21.2,29.64,0.0,640.5,0.004616033,0,1
21.2,29.96333333,0.0,695.0,0.004666765,0,1
21.2,29.89,0.0,670.0,0.004655258,0,1
21.2,29.79,0.0,619.0,0.004639567,0,1
21.2,29.76,0.0,571.6666667000001,0.00463486,0,1
21.2,29.995,0.0,533.5,0.004671734,0,1
21.16666667,29.99666667,0.0,618.6666667000001,0.004662375,0,1
21.2,30.2,0.0,516.0,0.004703905,0,1
21.15,31.05,0.0,515.0,0.00482239,0,1
21.15,29.8,0.0,513.5,0.004626808,0,1
21.15,29.645,0.0,520.0,0.004602564,0,1
21.1,29.65,0.0,527.5,0.004589129,0,1
21.1,29.45,0.0,526.0,0.004557947,0,1
21.1,29.66333333,0.0,526.3333333,0.004591208,0,1
21.1,29.795,0.0,528.0,0.004611738,0,1
21.1,29.89,0.0,524.0,0.004626552,0,1
21.1,29.695,0.0,524.5,0.004596146,0,1
21.1,29.89666667,0.0,521.3333333,0.0046275909999999995,0,1
21.1,29.995,0.0,524.0,0.0046429259999999995,0,1
21.1,29.945,0.0,522.5,0.004635129,0,1
21.1,29.79,0.0,526.0,0.004610959,0,1
21.05,29.75,0.0,520.0,0.004590495,0,1
21.1,30.29,0.0,526.0,0.004688933,0,1
21.1,29.39,0.0,530.0,0.004548593,0,1
21.1,29.6,0.0,529.0,0.004581333,0,1
21.1,29.34,0.0,529.0,0.0045407979999999995,0,1
21.1,29.745,0.0,527.0,0.004603942,0,1
21.1,29.39333333,0.0,530.0,0.004549113,0,1
21.1,30.05,0.0,526.0,0.0046515029999999995,0,1
21.075,29.5,0.0,526.0,0.004558685,0,1
21.1,29.5,0.0,526.0,0.004565742,0,1
21.1,30.09,0.0,531.5,0.004657741,0,1
21.1,30.1,0.0,534.0,0.004659300000000001,0,1
21.0,29.495,0.0,533.0,0.004536796,0,1
21.1,29.445,0.0,521.3333333,0.004557167,0,1
21.1,29.645,0.0,523.5,0.00458835,0,1
21.1,30.1,0.0,521.0,0.004659300000000001,0,1
21.0,29.945,0.0,522.0,0.004606525,0,1
21.1,29.6,0.0,520.0,0.004581333,0,1
21.025,30.1225,0.0,520.5,0.004641213,0,1
21.0,30.0,0.0,520.0,0.004615049,0,1
21.0,29.53,0.0,523.6666667,0.004542218,0,1
21.0,29.55,0.0,520.0,0.004545317,0,1
21.0,29.195,0.0,524.5,0.004490318,0,1
21.0,29.53,0.0,519.3333333,0.004542218,0,1
21.0,29.445,0.0,519.0,0.004529049,0,1
21.0,30.1,0.0,520.0,0.0046305470000000005,0,1
21.0,29.945,0.0,522.5,0.004606525,0,1
21.0,29.8,0.0,527.5,0.004584055,0,1
21.0,30.06666667,0.0,537.0,0.004625381,0,1
21.0,29.76666667,0.0,542.3333332999999,0.00457889,0,1
21.0,29.5,0.0,548.0,0.00453757,0,1
21.0,29.995,0.0,545.5,0.004614274,0,1
21.0,29.92666667,0.0,549.6666667000001,0.004603684,0,1
21.0,29.495,0.0,562.0,0.004536796,0,1
21.0,29.5,0.0,583.0,0.00453757,0,1
21.0,29.4475,0.0,552.0,0.0045294359999999995,0,1
21.0,29.69666667,0.0,540.0,0.004568043,0,1
21.0,29.445,0.0,527.3333333,0.004529049,0,1
21.0,29.4,0.0,523.3333333,0.004522077,0,1
21.0,29.495,0.0,517.0,0.004536796,0,1
21.0,30.06,0.0,517.3333333,0.0046243479999999995,0,1
21.0,30.0,0.0,513.0,0.004615049,0,1
21.0,29.995,0.0,511.0,0.004614274,0,1
21.0,29.56,0.0,513.0,0.0045468670000000004,0,1
21.0,29.35,0.0,513.0,0.00451433,0,1
21.0,29.9,0.0,512.3333333,0.004599552,0,1
21.0,29.8,0.0,510.5,0.004584055,0,1
20.92666667,29.59333333,0.0,512.0,0.004531404,0,1
20.945,29.445,0.0,509.0,0.004513649000000001,0,1
20.945,29.6,0.0,502.5,0.004537582,0,1
21.0,29.55,0.0,503.0,0.004545317,0,1
21.0,29.6,0.0,502.0,0.004553064,0,1
21.0,29.2,0.0,502.0,0.004491092,0,1
21.0,29.23,0.0,500.0,0.00449574,0,1
21.0,29.745,0.0,504.0,0.004575532,0,1
21.0,29.245,0.0,506.5,0.004498063,0,1
21.0,30.09,0.0,497.0,0.004628997,0,1
20.9725,30.0475,0.0,493.5,0.004614544,0,1
20.945,30.4,0.0,494.5,0.004661139,0,1
20.92666667,30.09333333,0.0,499.66666669999995,0.004608532,0,1
20.92666667,29.83,0.0,498.33333330000005,0.004567909,0,1
20.89,30.29,0.0,498.0,0.004628346,0,1
20.89,29.35,0.0,499.0,0.004483677,0,1
20.89,29.76333333,0.0,501.66666669999995,0.004547282,0,1
20.945,30.0,0.0,499.0,0.004599354,0,1
20.89,29.6175,0.0,492.25,0.00452484,0,1
20.89,29.79,0.0,495.0,0.004551386,0,1
20.89,29.92,0.0,492.0,0.004571394,0,1
20.89,29.3,0.0,494.5,0.0044759840000000006,0,1
20.89,29.5,0.0,499.0,0.004506758,0,1
20.89,29.59333333,0.0,497.33333330000005,0.0045211209999999995,0,1
20.89,29.7,0.0,493.0,0.004537536,0,1
20.89,29.79,0.0,491.5,0.004551386,0,1
20.89,29.7675,0.0,492.0,0.004547923,0,1
20.89,29.495,0.0,492.0,0.004505989,0,1
20.89,30.42,0.0,486.0,0.004648358,0,1
20.89,29.6,0.0,488.0,0.004522147,0,1
20.85666667,29.62666667,0.0,491.33333330000005,0.004516909,0,1
20.89,29.495,0.0,491.0,0.004505989,0,1
20.89,29.35,0.0,491.0,0.004483677,0,1
20.89,29.5,0.0,496.0,0.004506758,0,1
20.89,29.29,0.0,500.0,0.004474446,0,1
20.79,29.16666667,0.0,495.66666669999995,0.0044279390000000005,0,1
20.89,29.65,0.0,489.0,0.004529841,0,1
20.89,29.65,0.0,489.0,0.004529841,0,1
20.79,29.5,0.0,489.0,0.004478908,0,1
20.85666667,29.53333333,0.0,495.0,0.004502577,0,1
20.82333333,30.12666667,0.0,494.0,0.0045842190000000005,0,1
20.79,29.29666667,0.0,495.5,0.004447815999999999,0,1
20.84,30.045,0.0,495.0,0.004576428,0,1
20.79,29.545,0.0,493.5,0.0044857890000000004,0,1
20.79,29.495,0.0,494.0,0.0044781429999999995,0,1
20.79,29.29,0.0,496.0,0.004446795999999999,0,1
20.79,29.395,0.0,486.0,0.004462852,0,1
20.79,30.25,0.0,485.0,0.004593619,0,1
20.79,29.34,0.0,490.0,0.004454442,0,1
20.79,29.3,0.0,488.0,0.004448325,0,1
20.76,29.56333333,0.0,484.66666669999995,0.00448025,0,1
20.79,30.09666667,0.0,485.33333330000005,0.004570164,0,1
20.79,29.89,0.0,487.5,0.004538553,0,1
20.79,29.89,0.0,493.0,0.004538553,0,1
20.79,29.795,0.0,496.5,0.004524023,0,1
20.79,30.05,0.0,490.0,0.0045630259999999995,0,1
20.79,29.85,0.0,493.5,0.004532435,0,1
20.79,29.45,0.0,489.0,0.004471262,0,1
20.79,29.83,0.0,486.33333330000005,0.004529376,0,1
20.79,29.445,0.0,486.5,0.004470497,0,1
20.79,29.39,0.0,486.0,0.004462087,0,1
20.79,29.55,0.0,486.0,0.004486554,0,1
20.79,29.39,0.0,486.0,0.004462087,0,1
20.79,30.2,0.0,488.0,0.0045859709999999995,0,1
20.79,29.79333333,0.0,489.33333330000005,0.004523768,0,1
20.79,29.39,0.0,488.5,0.004462087,0,1
20.79,29.245,0.0,488.0,0.0044399159999999995,0,1
20.79,29.05,0.0,493.0,0.004410101,0,1
20.79,29.2475,0.0,489.0,0.004440298,0,1
20.79,30.6,0.0,486.0,0.0046471659999999995,0,1
20.79,29.79,0.0,486.66666669999995,0.004523258,0,1
20.745,29.545,0.0,490.5,0.004473287,0,1
20.79,29.945,0.0,487.5,0.004546965,0,1
20.79,30.045,0.0,488.0,0.004562261,0,1
20.79,29.59,0.0,494.0,0.004492671,0,1
20.79,29.495,0.0,492.0,0.0044781429999999995,0,1
20.79,29.95,0.0,487.5,0.00454773,0,1
20.79,29.795,0.0,489.5,0.004524023,0,1
20.7,29.79,0.0,488.0,0.004498074,0,1
20.7,29.0,0.0,488.0,0.00437795,0,1
20.79,29.495,0.0,492.0,0.0044781429999999995,0,1
20.79,29.33,0.0,488.0,0.004452913,0,1
20.79,29.2,0.0,486.0,0.004433035,0,1
20.79,29.84,0.0,489.0,0.004530905,0,1
20.76,29.42666667,0.0,488.33333330000005,0.00445939,0,1
20.745,29.52,0.0,487.5,0.004469475,0,1
20.79,29.5,0.0,489.0,0.004478908,0,1
20.79,28.895,0.0,495.0,0.004386405,0,1
20.7,29.145,0.0,492.0,0.004399995,0,1
20.7225,29.67,0.0,488.75,0.004486083,0,1
20.7,29.35666667,0.0,491.0,0.004432178,0,1
20.745,29.39,0.0,492.5,0.004449651,0,1
20.745,29.29,0.0,486.0,0.004434403,0,1
20.7,29.39,0.0,495.0,0.004437246,0,1
20.7,29.34,0.0,494.5,0.004429643,0,1
20.7,28.65,0.0,495.0,0.004324746,0,1
20.7,28.9,0.0,496.0,0.004362748,0,1
20.7,29.6,0.0,490.5,0.004469179,0,1
20.7,29.695,0.0,492.0,0.004483626,0,1
20.7,28.645,0.0,485.0,0.004323986,0,1
20.7,29.26333333,0.0,490.33333330000005,0.004417986,0,1
20.7,29.29,0.0,489.0,0.004422041,0,1
20.7,29.99666667,0.0,490.0,0.004529507,0,1
20.7,29.49666667,0.0,493.33333330000005,0.004453466,0,1
20.7,29.2,0.0,488.0,0.004408357,0,1
20.7,29.13,0.0,490.66666669999995,0.0043977140000000005,0,1
20.7,28.7225,0.0,489.0,0.004335766,0,1
20.7,29.02666667,0.0,487.0,0.004382004,0,1
20.7,29.545,0.0,490.5,0.004460815999999999,0,1
20.7,28.895,0.0,494.0,0.004361988,0,1
20.7,28.895,0.0,494.5,0.004361988,0,1
20.7,29.195,0.0,486.0,0.004407597,0,1
20.7,29.4,0.0,488.5,0.004438767,0,1
20.7,29.945,0.0,489.5,0.004521648,0,1
20.7,29.445,0.0,491.5,0.0044456090000000005,0,1
20.7,29.195,0.0,489.0,0.004407597,0,1
20.7,29.09,0.0,491.5,0.004391633,0,1
20.7,29.3,0.0,489.0,0.0044235609999999995,0,1
20.7,28.995,0.0,492.5,0.00437719,0,1
20.7,29.045,0.0,491.0,0.004384792,0,1
20.7,29.35,0.0,485.0,0.0044311640000000005,0,1
20.7,28.745,0.0,488.0,0.004339186,0,1
20.7,28.495,0.0,489.5,0.004301185999999999,0,1
20.7,28.56,0.0,486.33333330000005,0.004311066,0,1
20.7,28.2,0.0,487.0,0.004256353,0,1
20.6,28.0,0.0,487.0,0.0041998190000000005,0,1
20.7,28.8,0.0,491.5,0.004347546,0,1
20.7,28.29,0.0,487.0,0.00427003,0,1
20.63333333,28.99666667,0.0,487.0,0.00435937,0,1
20.6,28.195,0.0,488.0,0.004229267,0,1
20.6,28.33,0.0,486.33333330000005,0.004249655,0,1
20.6,28.4,0.0,486.0,0.004260228,0,1
20.6,28.1,0.0,487.0,0.00421492,0,1
20.6,28.495,0.0,497.0,0.0042745759999999995,0,1
20.6,29.0,0.0,498.0,0.0043508620000000005,0,1
20.6,28.945,0.0,497.0,0.004342553,0,1
20.6,28.79,0.0,496.5,0.004319137,0,1
20.6,28.03333333,0.0,487.0,0.004204853,0,1
20.5,27.995,0.0,486.5,0.00417307,0,1
20.5,27.895,0.0,491.5,0.004158064,0,1
20.5,28.59,0.0,489.0,0.004262371,0,1
20.53333333,28.02333333,0.0,488.0,0.00418598,0,1
20.5,27.79,0.0,487.0,0.004142308,0,1
20.5,27.79,0.0,488.0,0.004142308,0,1
20.55,28.195,0.0,488.5,0.004216158,0,1
20.5,28.09666667,0.0,495.0,0.004188327,0,1
20.5,27.96333333,0.0,499.33333330000005,0.004168318,0,1
20.55,28.1,0.0,499.0,0.0042018559999999995,0,1
20.55,28.245,0.0,489.0,0.004223685,0,1
20.55,28.195,0.0,489.5,0.004216158,0,1
20.5,27.79,0.0,486.0,0.004142308,0,1
20.5,28.09666667,0.0,490.33333330000005,0.004188327,0,1
20.5,27.7,0.0,488.0,0.004128804,0,1
20.5,28.16,0.0,484.66666669999995,0.004197832,0,1
20.5,27.73,0.0,491.66666669999995,0.004133305,0,1
20.5,28.7,0.0,492.0,0.004278884,0,1
20.5,28.445,0.0,488.5,0.004240607,0,1
20.53333333,28.0,0.0,489.33333330000005,0.004182471,0,1
20.6,27.9,0.0,490.0,0.004184719,0,1
20.55,27.6,0.0,491.5,0.004126594,0,1
20.55,28.04,0.0,493.5,0.004192823,0,1
20.5,28.895,0.0,491.0,0.004308158,0,1
20.5,28.195,0.0,498.5,0.004203084,0,1
20.5,28.145,0.0,486.0,0.0041955809999999994,0,1
20.56666667,29.03,0.0,489.33333330000005,0.004346388,0,1
20.6,28.1,0.0,488.0,0.00421492,0,1
20.6,27.95,0.0,489.5,0.004192269,0,1
20.6,27.84,0.0,488.0,0.004175659,0,1
20.6,28.4,0.0,493.5,0.004260228,0,1
20.6,27.995,0.0,497.5,0.004199064000000001,0,1
